    0.49958448439516E+02    0.23988121959641E-03
    0.49893816094517E+02    0.23983202007860E-03
    0.49829261342993E+02    0.23978285728416E-03
    0.49764784099421E+02    0.23973373116948E-03
    0.49700384278363E+02    0.23968464169128E-03
    0.49636061794459E+02    0.23963558880651E-03
    0.49571816562436E+02    0.23958657247241E-03
    0.49507648497096E+02    0.23953759264649E-03
    0.49443557513327E+02    0.23948864928649E-03
    0.49379543526097E+02    0.23943974235046E-03
    0.49315606450455E+02    0.23939087179668E-03
    0.49251746201533E+02    0.23934203758372E-03
    0.49187962694543E+02    0.23929323967037E-03
    0.49124255844776E+02    0.23924447801570E-03
    0.49060625567609E+02    0.23919575257905E-03
    0.48997071778496E+02    0.23914706331998E-03
    0.48933594392975E+02    0.23909841019777E-03
    0.48870193326661E+02    0.23904979316995E-03
    0.48806868495254E+02    0.23900121219390E-03
    0.48743619814533E+02    0.23895266722726E-03
    0.48680447200357E+02    0.23890415822796E-03
    0.48617350568668E+02    0.23885568515417E-03
    0.48554329835487E+02    0.23880724796435E-03
    0.48491384916914E+02    0.23875884661719E-03
    0.48428515729134E+02    0.23871048107169E-03
    0.48365722188408E+02    0.23866215128706E-03
    0.48303004211081E+02    0.23861385722280E-03
    0.48240361713576E+02    0.23856559883866E-03
    0.48177794612396E+02    0.23851737609464E-03
    0.48115302824127E+02    0.23846918895100E-03
    0.48052886265431E+02    0.23842103736825E-03
    0.47990544853056E+02    0.23837292130716E-03
    0.47928278503824E+02    0.23832484072796E-03
    0.47866087134640E+02    0.23827679558920E-03
    0.47803970662489E+02    0.23822878584938E-03
    0.47741929004435E+02    0.23818081146729E-03
    0.47679962077624E+02    0.23813287240194E-03
    0.47618069799279E+02    0.23808496861265E-03
    0.47556252086703E+02    0.23803710005898E-03
    0.47494508857280E+02    0.23798926670074E-03
    0.47432840028474E+02    0.23794146849803E-03
    0.47371245517827E+02    0.23789370541117E-03
    0.47309725242961E+02    0.23784597740076E-03
    0.47248279121577E+02    0.23779828442765E-03
    0.47186907071457E+02    0.23775062645295E-03
    0.47125609010460E+02    0.23770300343800E-03
    0.47064384856527E+02    0.23765541534440E-03
    0.47003234527676E+02    0.23760786213402E-03
    0.46942157942003E+02    0.23756034376849E-03
    0.46881155017688E+02    0.23751286020770E-03
    0.46820225672984E+02    0.23746541141117E-03
    0.46759369826228E+02    0.23741799733870E-03
    0.46698587395833E+02    0.23737061795034E-03
    0.46637878300291E+02    0.23732327320641E-03
    0.46577242458174E+02    0.23727596306748E-03
    0.46516679788131E+02    0.23722868749439E-03
    0.46456190208892E+02    0.23718144644824E-03
    0.46395773639264E+02    0.23713423989037E-03
    0.46335429998133E+02    0.23708706778237E-03
    0.46275159204463E+02    0.23703993008611E-03
    0.46214961177296E+02    0.23699282676367E-03
    0.46154835835755E+02    0.23694575777743E-03
    0.46094783099039E+02    0.23689872308996E-03
    0.46034802886425E+02    0.23685172266411E-03
    0.45974895117269E+02    0.23680475646295E-03
    0.45915059711005E+02    0.23675782444840E-03
    0.45855296587146E+02    0.23671092658104E-03
    0.45795605665282E+02    0.23666406282157E-03
    0.45735986865081E+02    0.23661723313098E-03
    0.45676440106289E+02    0.23657043747049E-03
    0.45616965308729E+02    0.23652367580159E-03
    0.45557562392305E+02    0.23647694808604E-03
    0.45498231276994E+02    0.23643025428584E-03
    0.45438971882855E+02    0.23638359436324E-03
    0.45379784130022E+02    0.23633696828074E-03
    0.45320667938707E+02    0.23629037600111E-03
    0.45261623229200E+02    0.23624381748736E-03
    0.45202649921868E+02    0.23619729270272E-03
    0.45143747937157E+02    0.23615080161070E-03
    0.45084917195587E+02    0.23610434417505E-03
    0.45026157617758E+02    0.23605792035974E-03
    0.44967469124348E+02    0.23601153012890E-03
    0.44908851636108E+02    0.23596517344529E-03
    0.44850305073870E+02    0.23591885027048E-03
    0.44791829358542E+02    0.23587256056625E-03
    0.44733424411109E+02    0.23582630429465E-03
    0.44675090152631E+02    0.23578008141800E-03
    0.44616826504248E+02    0.23573389189884E-03
    0.44558633387175E+02    0.23568773569999E-03
    0.44500510722704E+02    0.23564161278452E-03
    0.44442458432204E+02    0.23559552311573E-03
    0.44384476437120E+02    0.23554946665719E-03
    0.44326564658974E+02    0.23550344337272E-03
    0.44268723019364E+02    0.23545745322635E-03
    0.44210951439966E+02    0.23541149618240E-03
    0.44153249842531E+02    0.23536557220541E-03
    0.44095618148887E+02    0.23531968126016E-03
    0.44038056280937E+02    0.23527382331166E-03
    0.43980564160662E+02    0.23522799832517E-03
    0.43923141710119E+02    0.23518220626494E-03
    0.43865788851439E+02    0.23513644709363E-03
    0.43808505506832E+02    0.23509072077399E-03
    0.43751291598582E+02    0.23504502726905E-03
    0.43694147049049E+02    0.23499936654205E-03
    0.43637071780671E+02    0.23495373855654E-03
    0.43580065715959E+02    0.23490814327626E-03
    0.43523128777501E+02    0.23486258066524E-03
    0.43466260887961E+02    0.23481705068776E-03
    0.43409461970078E+02    0.23477155330831E-03
    0.43352731946668E+02    0.23472608849166E-03
    0.43296070740621E+02    0.23468065620281E-03
    0.43239478274903E+02    0.23463525640700E-03
    0.43182954472555E+02    0.23458988906971E-03
    0.43126499256695E+02    0.23454455415667E-03
    0.43070112550514E+02    0.23449925163384E-03
    0.43013794277280E+02    0.23445398146740E-03
    0.42957544360335E+02    0.23440874362356E-03
    0.42901362723098E+02    0.23436353806671E-03
    0.42845249289061E+02    0.23431836476047E-03
    0.42789203981792E+02    0.23427322366871E-03
    0.42733226724933E+02    0.23422811475555E-03
    0.42677317442204E+02    0.23418303798535E-03
    0.42621476057395E+02    0.23413799332273E-03
    0.42565702494375E+02    0.23409298073256E-03
    0.42509996677086E+02    0.23404800017996E-03
    0.42454358529544E+02    0.23400305163026E-03
    0.42398787975841E+02    0.23395813504909E-03
    0.42343284940144E+02    0.23391325040228E-03
    0.42287849346692E+02    0.23386839765590E-03
    0.42232481119801E+02    0.23382357677628E-03
    0.42177180183860E+02    0.23377878772998E-03
    0.42121946463333E+02    0.23373403048379E-03
    0.42066779882758E+02    0.23368930500473E-03
    0.42011680366747E+02    0.23364461126007E-03
    0.41956647839987E+02    0.23359994921702E-03
    0.41901682227239E+02    0.23355531884092E-03
    0.41846783453336E+02    0.23351072009638E-03
    0.41791951443188E+02    0.23346615294827E-03
    0.41737186121778E+02    0.23342161736169E-03
    0.41682487414161E+02    0.23337711330200E-03
    0.41627855245468E+02    0.23333264073480E-03
    0.41573289540904E+02    0.23328819962594E-03
    0.41518790225746E+02    0.23324378994150E-03
    0.41464357225345E+02    0.23319941164783E-03
    0.41409990465127E+02    0.23315506471150E-03
    0.41355689870590E+02    0.23311074909931E-03
    0.41301455367307E+02    0.23306646477833E-03
    0.41247286880923E+02    0.23302221171583E-03
    0.41193184337156E+02    0.23297798987934E-03
    0.41139147661801E+02    0.23293379923661E-03
    0.41085176780721E+02    0.23288963975563E-03
    0.41031271619856E+02    0.23284551140461E-03
    0.40977432105218E+02    0.23280141415196E-03
    0.40923658162891E+02    0.23275734796484E-03
    0.40869949719034E+02    0.23271331280884E-03
    0.40816306699878E+02    0.23266930864970E-03
    0.40762729031727E+02    0.23262533545340E-03
    0.40709216640958E+02    0.23258139318617E-03
    0.40655769454021E+02    0.23253748181447E-03
    0.40602387397437E+02    0.23249360130502E-03
    0.40549070397802E+02    0.23244975162477E-03
    0.40495818381785E+02    0.23240593274093E-03
    0.40442631276125E+02    0.23236214462093E-03
    0.40389509007635E+02    0.23231838723243E-03
    0.40336451503201E+02    0.23227466054335E-03
    0.40283458689780E+02    0.23223096452182E-03
    0.40230530494404E+02    0.23218729913623E-03
    0.40177666844173E+02    0.23214366435517E-03
    0.40124867666264E+02    0.23210006014748E-03
    0.40072132887924E+02    0.23205648648223E-03
    0.40019462436470E+02    0.23201294332870E-03
    0.39966856239295E+02    0.23196943065625E-03
    0.39914314223862E+02    0.23192594843256E-03
    0.39861836317706E+02    0.23188249662412E-03
    0.39809422448435E+02    0.23183907519768E-03
    0.39757072543727E+02    0.23179568412022E-03
    0.39704786531333E+02    0.23175232335894E-03
    0.39652564339075E+02    0.23170899288132E-03
    0.39600405894849E+02    0.23166569265506E-03
    0.39548311126620E+02    0.23162242264810E-03
    0.39496279962425E+02    0.23157918282862E-03
    0.39444312330374E+02    0.23153597316504E-03
    0.39392408158646E+02    0.23149279362600E-03
    0.39340567375495E+02    0.23144964418038E-03
    0.39288789909243E+02    0.23140652479731E-03
    0.39237075688286E+02    0.23136343544612E-03
    0.39185424641088E+02    0.23132037609639E-03
    0.39133836696187E+02    0.23127734671791E-03
    0.39082311782190E+02    0.23123434728070E-03
    0.39030849827779E+02    0.23119137775503E-03
    0.38979450761702E+02    0.23114843811131E-03
    0.38928114512781E+02    0.23110552831873E-03
    0.38876841009908E+02    0.23106264834477E-03
    0.38825630182047E+02    0.23101979815704E-03
    0.38774481958230E+02    0.23097697772339E-03
    0.38723396267564E+02    0.23093418701192E-03
    0.38672373039222E+02    0.23089142599095E-03
    0.38621412202452E+02    0.23084869462904E-03
    0.38570513686569E+02    0.23080599289501E-03
    0.38519677420961E+02    0.23076332075789E-03
    0.38468903335085E+02    0.23072067818696E-03
    0.38418191358470E+02    0.23067806515172E-03
    0.38367541420713E+02    0.23063548162191E-03
    0.38316953451483E+02    0.23059292756751E-03
    0.38266427380519E+02    0.23055040295868E-03
    0.38215963137631E+02    0.23050790776587E-03
    0.38165560652697E+02    0.23046544195972E-03
    0.38115219855666E+02    0.23042300551109E-03
    0.38064940676559E+02    0.23038059839107E-03
    0.38014723045465E+02    0.23033822057098E-03
    0.37964566892542E+02    0.23029587202212E-03
    0.37914472148020E+02    0.23025355271389E-03
    0.37864438742197E+02    0.23021126261464E-03
    0.37814466605443E+02    0.23016900169297E-03
    0.37764555668197E+02    0.23012676991771E-03
    0.37714705860964E+02    0.23008456725793E-03
    0.37664917114325E+02    0.23004239368293E-03
    0.37615189358925E+02    0.23000024916226E-03
    0.37565522525482E+02    0.22995813366570E-03
    0.37515916544781E+02    0.22991604716324E-03
    0.37466371347677E+02    0.22987398962514E-03
    0.37416886865097E+02    0.22983196102186E-03
    0.37367463028033E+02    0.22978996132410E-03
    0.37318099767549E+02    0.22974799050277E-03
    0.37268797014777E+02    0.22970604852904E-03
    0.37219554700919E+02    0.22966413537426E-03
    0.37170372757245E+02    0.22962225101004E-03
    0.37121251115095E+02    0.22958039540818E-03
    0.37072189705877E+02    0.22953856854072E-03
    0.37023188461069E+02    0.22949677037992E-03
    0.36974247312216E+02    0.22945500089814E-03
    0.36925366190934E+02    0.22941326006614E-03
    0.36876545028906E+02    0.22937154785320E-03
    0.36827783757885E+02    0.22932986422874E-03
    0.36779082309691E+02    0.22928820916246E-03
    0.36730440616213E+02    0.22924658262427E-03
    0.36681858609411E+02    0.22920498458431E-03
    0.36633336221310E+02    0.22916341501297E-03
    0.36584873384004E+02    0.22912187388087E-03
    0.36536470029657E+02    0.22908036115885E-03
    0.36488126090501E+02    0.22903887681798E-03
    0.36439841498834E+02    0.22899742082958E-03
    0.36391616187026E+02    0.22895599316515E-03
    0.36343450087510E+02    0.22891459379647E-03
    0.36295343132792E+02    0.22887322269549E-03
    0.36247295255444E+02    0.22883187983442E-03
    0.36199306388105E+02    0.22879056518568E-03
    0.36151376463483E+02    0.22874927872189E-03
    0.36103505414353E+02    0.22870802041592E-03
    0.36055693173560E+02    0.22866679024082E-03
    0.36007939674014E+02    0.22862558816988E-03
    0.35960244848694E+02    0.22858441417623E-03
    0.35912608630646E+02    0.22854326823078E-03
    0.35865030952985E+02    0.22850215030369E-03
    0.35817511748893E+02    0.22846106036534E-03
    0.35770050951617E+02    0.22841999838636E-03
    0.35722648494475E+02    0.22837896433760E-03
    0.35675304310850E+02    0.22833795819017E-03
    0.35628018334193E+02    0.22829697991536E-03
    0.35580790498023E+02    0.22825602948475E-03
    0.35533620735925E+02    0.22821510687009E-03
    0.35486508981551E+02    0.22817421204339E-03
    0.35439455168623E+02    0.22813334497689E-03
    0.35392459230925E+02    0.22809250564302E-03
    0.35345521102313E+02    0.22805169401446E-03
    0.35298640716706E+02    0.22801091006411E-03
    0.35251818008092E+02    0.22797015376506E-03
    0.35205052910526E+02    0.22792942509066E-03
    0.35158345358128E+02    0.22788872401444E-03
    0.35111695285087E+02    0.22784805051016E-03
    0.35065102625656E+02    0.22780740455179E-03
    0.35018567314158E+02    0.22776678611351E-03
    0.34972089284979E+02    0.22772619516958E-03
    0.34925668472573E+02    0.22768563169238E-03
    0.34879304811462E+02    0.22764509565289E-03
